TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
PRIO3;18,48;;47,40;3,04;1,74;43,63;48,67;14,66;14,27;13,84;-0,44;-0,09;6,95;9,31;-3,10;1,74;6,42;3,67;13,51;0,57;0,43;0,25;49,72;32,61;448.240.895,27;6,07;0,39;-0,89;16.231.554.015,60
PRNR3;9,53;;-173,32;1,64;1,10;11,21;-1,91;-0,88;-79,92;-69,93;9,99;-0,21;1,53;2,68;-2,81;3,08;-0,95;-0,63;-4,38;0,67;0,33;0,72;;;2.835.884,50;5,81;-0,06;2,66;370.208.355,31
PSSA3;52,85;5,30;9,73;1,97;0,47;100,00;8,48;9,26;10,63;4,56;-6,07;-1,12;0,90;5,22;-1,42;1,15;20,23;4,79;7,37;0,24;0,76;0,52;3,79;11,08;52.023.973,04;26,86;5,43;0,28;17.086.036.635,50
PTBL3;11,83;3,44;14,26;4,38;0,90;34,57;8,68;9,63;15,82;19,29;3,47;0,96;1,37;10,38;-1,64;1,24;30,73;6,30;6,37;0,21;0,79;0,65;4,66;19,48;51.526.802,46;2,70;0,83;0,02;1.828.082.340,63
PTCA11;0,00;;0,00;0,00;0,00;42,91;5,08;4,04;0,00;4,21;4,21;0,53;0,00;0,00;0,00;1,71;9,95;3,51;5,00;0,35;0,65;0,87;62,04;64,28;;13,13;1,31;0,00;0,00
PTCA3;0,00;;0,00;0,00;0,00;42,91;5,08;4,04;0,00;4,21;4,21;0,53;0,00;0,00;0,00;1,71;9,95;3,51;5,00;0,35;0,65;0,87;62,04;64,28;;13,13;1,31;0,00;0,00
PTNT3;14,90;;37,66;2,36;1,02;14,30;6,27;3,39;20,35;14,54;3,26;0,38;1,28;11,38;-1,93;1,24;6,28;2,71;6,34;0,43;0,57;0,80;1,60;-29,08;1.066.807,65;6,30;0,40;-1,19;397.198.509,40
PTNT4;4,95;;12,51;0,79;0,34;14,30;6,27;3,39;6,76;14,54;3,26;0,38;0,42;3,78;-0,64;1,24;6,28;2,71;6,34;0,43;0,57;0,80;1,60;-29,08;153.118,42;6,30;0,40;-0,39;397.198.509,40
QUAL3;25,50;9,01;18,47;4,30;1,64;81,59;30,07;19,35;11,89;12,89;1,00;0,36;3,57;14,75;-2,61;1,43;23,26;8,90;14,89;0,38;0,62;0,46;3,21;10,41;78.392.442,12;5,93;1,38;-110,76;7.242.365.287,50
QUSW3;0,00;;0,00;0,00;0,00;30,60;16,80;8,40;0,00;0,33;0,33;0,14;0,00;0,00;0,00;1,19;20,73;9,63;18,55;0,46;0,54;1,15;15,13;6,21;;61,97;12,85;0,00;0,00
QVQP3B;0,00;;0,00;0,00;0,00;;;;0,00;1,14;1,14;-0,97;;0,00;;;-84,00;-84,00;-85,33;1,00;0,00;0,00;;;;0,00;0,00;0,00;0,00
RADL3;27,39;0,42;93,40;10,22;3,27;29,36;4,56;2,41;49,40;50,24;0,84;0,17;2,25;20,39;-6,65;1,46;10,95;3,50;13,08;0,32;0,68;1,45;17,66;7,84;125.233.974,27;2,68;0,29;-2,51;45.246.362.700,00
RAIL3;21,43;;133,71;2,60;0,87;32,22;27,97;4,27;20,39;26,62;6,23;0,79;5,70;6,53;-1,14;2,25;1,94;0,65;5,05;0,33;0,67;0,15;10,92;;169.717.081,73;8,25;0,16;-2,16;39.734.622.891,13
RANI3;8,40;2,93;16,40;2,56;1,14;32,92;18,84;11,44;9,96;10,96;1,00;0,26;1,88;3,49;-2,06;3,64;15,60;6,92;11,95;0,44;0,56;0,61;6,30;184,81;21.881.498,04;3,28;0,51;-0,05;2.156.449.974,00
RANI4;5,50;1,06;10,74;1,68;0,74;32,92;18,84;11,44;6,52;10,96;1,00;0,26;1,23;2,28;-1,35;3,64;15,60;6,92;11,95;0,44;0,56;0,61;6,30;184,81;644.391,25;3,28;0,51;-0,03;2.156.449.974,00
RAPT3;11,41;5,32;5,94;1,48;0,44;25,18;18,92;12,39;3,89;5,57;1,13;0,43;0,74;1,74;-1,07;1,75;24,95;7,40;9,99;0,30;0,70;0,60;11,59;;256.907,23;7,70;1,92;0,04;4.504.697.068,77
RAPT4;13,85;4,39;7,21;1,80;0,53;25,18;18,92;12,39;4,72;5,57;1,13;0,43;0,89;2,11;-1,30;1,75;24,95;7,40;9,99;0,30;0,70;0,60;11,59;;39.661.805,15;7,70;1,92;0,04;4.504.697.068,77
RCSL3;8,04;;-446,28;-9,40;13,84;19,77;2,32;-4,79;920,88;450,84;-1,68;;21,38;-108,09;-24,40;0,77;-2,11;-3,10;-1,02;-1,47;2,47;0,65;117,05;;16.541.464,77;-0,86;-0,02;7,38;299.571.219,36
RCSL4;1,89;;-104,91;-2,21;3,25;19,77;2,32;-4,79;216,47;450,84;-1,68;;5,03;-25,41;-5,73;0,77;-2,11;-3,10;-1,02;-1,47;2,47;0,65;117,05;;5.233.146,96;-0,86;-0,02;1,73;299.571.219,36
RDNI3;10,60;0,09;92,42;0,74;0,29;26,54;11,61;1,40;11,16;19,97;8,81;0,59;1,30;1,58;-0,47;1,97;0,80;0,32;2,91;0,40;0,60;0,23;-10,68;-15,50;774.708,15;14,29;0,11;-0,66;463.959.964,80
RDOR3;72,40;0,28;335,58;10,27;3,15;18,30;11,67;3,05;87,79;92,81;5,02;0,59;10,25;7,74;-6,19;5,81;3,06;0,94;4,25;0,31;0,69;0,31;;;113.497.896,27;7,05;0,22;-7,22;143.737.686.022,00
RECV3;15,88;;;;;;;;;;;;;;;;;;;;;;;;59.845.505,25;;0,00;;3.776.637.688,16
REDE3;8,10;1,15;18,79;2,98;0,79;21,85;16,20;8,05;9,34;12,18;2,84;0,91;1,51;6,69;-1,24;1,48;15,88;4,20;9,80;0,26;0,74;0,52;6,59;23,64;346.366,96;2,72;0,43;0,67;17.093.619.329,40
RENT3;62,95;0,58;36,74;7,37;2,35;31,27;20,13;12,60;23,00;26,34;3,34;1,07;4,63;77,20;-3,13;1,14;20,07;6,40;9,31;0,32;0,68;0,51;21,28;21,10;293.879.785,58;8,54;1,71;0,70;47.745.476.876,50
RLOG3;23,08;;82,76;4,26;0,23;34,71;29,67;1,85;5,17;12,09;6,92;5,71;1,53;1,49;-0,31;2,64;5,15;0,28;5,46;0,05;0,71;0,15;50,58;42,36;105.214.775,75;5,41;0,28;-2,42;10.691.215.482,28
RNEW11;13,19;;19,63;-0,40;0,19;33,65;-3,93;31,82;-158,84;-669,28;-510,44;;6,25;1,62;-0,34;1,38;-2,03;0,98;-1,17;-0,48;1,48;0,03;-29,67;-28,28;113.558,73;-33,18;0,67;-0,19;440.293.042,18
RNEW3;4,57;;20,40;-0,41;0,20;33,65;-3,93;31,82;-165,10;-669,28;-510,44;;6,49;1,68;-0,35;1,38;-2,03;0,98;-1,17;-0,48;1,48;0,03;-29,67;-28,28;103.833,35;-11,06;0,22;-0,20;440.293.042,18
RNEW4;4,16;;18,57;-0,38;0,18;33,65;-3,93;31,82;-150,29;-669,28;-510,44;;5,91;1,53;-0,32;1,38;-2,03;0,98;-1,17;-0,48;1,48;0,03;-29,67;-28,28;190.104,27;-11,06;0,22;-0,18;440.293.042,18
ROMI3;27,74;7,39;13,18;2,44;1,14;31,66;12,38;14,99;15,95;18,13;2,18;0,33;1,98;3,82;-2,92;1,97;18,51;8,69;8,70;0,47;0,53;0,58;9,91;88,47;55.001.502,88;11,37;2,11;0,15;2.034.282.996,28
RPAD3;7,20;;17,96;0,59;0,59;94,85;34.974,23;35.003,09;17,97;18,72;-0,62;-0,02;6.285,69;48,20;-0,60;2,32;3,30;3,27;3,30;0,99;0,01;0,00;-12,49;-8,01;15.308,92;12,14;0,40;-1,06;656.117.101,20
RPAD5;8,40;6,49;20,95;0,69;0,69;94,85;34.974,23;35.003,09;20,97;18,72;-0,62;-0,02;7.333,31;56,24;-0,70;2,32;3,30;3,27;3,30;0,99;0,01;0,00;-12,49;-8,01;13.117,60;12,14;0,40;-1,24;656.117.101,20
RPAD6;5,60;;13,97;0,46;0,46;94,85;34.974,23;35.003,09;13,98;18,72;-0,62;-0,02;4.888,87;37,49;-0,47;2,32;3,30;3,27;3,30;0,99;0,01;0,00;-12,49;-8,01;12.781,42;12,14;0,40;-0,82;656.117.101,20
RPMG3;4,15;;-0,68;-0,09;0,09;-7,38;-25,80;-27,61;-0,73;-0,73;0,00;;0,19;-0,10;-1,19;0,52;-12,93;-12,76;12,08;-0,99;1,99;0,46;16,06;;1.908.280,54;-47,18;-6,10;-0,01;280.920.260,35
RRRP3;39,91;;-20,38;4,90;2,50;47,99;-84,38;-126,92;-30,65;-30,23;0,42;-0,07;25,86;8,04;-3,95;6,74;-24,07;-12,29;-11,55;0,51;0,49;0,10;;;66.987.582,04;8,14;-1,96;-0,03;5.282.481.294,22
RSID3;12,70;;14,58;-0,39;0,13;44,54;-499,55;19,62;-0,57;-2,76;-2,18;;2,86;-0,18;-0,21;0,33;-2,70;0,92;-132,00;-0,34;1,34;0,05;-42,64;;1.633.600,65;-32,28;0,87;-0,14;217.847.379,90
RSUL3;0,00;;0,00;0,00;0,00;37,28;32,26;-2,92;0,00;0,85;0,07;;0,00;0,00;0,00;0,45;-69,78;-2,41;1.247,87;-0,03;1,03;0,82;11,33;;;-14,03;-9,79;0,00;49.200.000,00
RSUL4;205,00;;-20,93;-14,61;0,50;37,28;32,26;-2,92;1,90;0,85;0,07;;0,61;-1,27;-0,75;0,45;-69,78;-2,41;1.247,87;-0,03;1,03;0,82;11,33;;20.500,00;-14,03;-9,79;0,16;49.200.000,00
SANB11;38,44;4,15;10,13;1,37;0,15;16,96;19,95;14,69;7,46;7,46;;;1,49;;-0,16;;13,56;1,51;;0,11;0,89;0,10;-2,12;6,46;108.675.796,35;28,00;3,80;-0,70;144.121.766.800,22
SANB3;18,31;4,15;9,65;1,31;0,15;16,96;19,95;14,69;7,11;7,46;;;1,42;;-0,15;;13,56;1,51;;0,11;0,89;0,10;-2,12;6,46;1.108.916,19;14,00;1,90;-0,66;144.121.766.800,22
SANB4;20,06;4,16;10,57;1,43;0,16;16,96;19,95;14,69;7,79;7,46;;;1,55;;-0,16;;13,56;1,51;;0,11;0,89;0,10;-2,12;6,46;1.589.771,77;14,00;1,90;-0,73;144.121.766.800,22
SAPR11;20,55;4,83;6,23;0,89;0,47;59,97;32,72;20,76;3,95;5,72;1,77;0,40;1,29;20,20;-0,54;1,21;14,35;7,55;11,34;0,53;0,47;0,36;10,07;17,84;41.565.683,88;22,97;3,30;-0,80;6.211.054.683,09
SAPR3;4,11;4,47;6,23;0,89;0,47;59,97;32,72;20,76;3,95;5,72;1,77;0,40;1,29;20,20;-0,54;1,21;14,35;7,55;11,34;0,53;0,47;0,36;10,07;17,84;2.506.567,35;4,59;0,66;-0,80;6.211.054.683,09
SAPR4;4,13;4,90;6,26;0,90;0,47;59,97;32,72;20,76;3,97;5,72;1,77;0,40;1,30;20,30;-0,55;1,21;14,35;7,55;11,34;0,53;0,47;0,36;10,07;17,84;18.187.203,27;4,59;0,66;-0,81;6.211.054.683,09
SBFG3;28,70;;-61,57;3,56;1,12;43,63;-3,02;-4,68;-95,39;-113,06;-17,67;0,66;2,88;4,83;-2,39;1,78;-5,78;-1,82;-4,32;0,31;0,69;0,39;;;23.759.923,77;8,06;-0,47;0,45;6.942.238.207,10
SBSP3;41,52;0,96;29,16;1,25;0,56;37,18;25,24;5,47;6,32;9,31;2,99;0,59;1,59;52,49;-0,65;1,09;4,27;1,93;10,34;0,45;0,55;0,35;8,73;12,66;133.902.510,50;33,35;1,42;-0,41;28.379.329.760,88
SCAR3;38,67;0,95;23,24;1,43;0,75;80,74;64,47;27,48;9,91;14,51;4,60;0,66;6,39;8,12;-0,87;2,86;6,16;3,22;6,16;0,52;0,47;0,12;-6,59;-11,47;280.051,38;27,00;1,66;4,25;2.232.702.125,73
SEDU3;23,80;;-13,36;15,00;1,53;48,36;-15,73;-25,77;-21,89;-27,94;-6,05;4,15;3,44;57,90;-2,27;1,09;-112,29;-11,46;-13,15;0,10;0,90;0,44;12,49;;;1,59;-1,78;0,01;6.238.667.820,00
SEER3;12,89;2,83;10,05;1,16;0,54;53,56;25,05;13,20;5,30;5,01;-0,29;-0,06;1,33;2,62;-0,83;2,41;11,57;5,34;13,32;0,46;0,54;0,40;4,15;0,49;8.509.472,42;11,08;1,28;0,48;1.659.220.908,40
SEQL3;24,50;;-1.964,77;8,48;2,09;20,68;3,48;-0,15;83,60;92,79;9,19;0,93;2,91;17,87;-3,58;1,39;-0,43;-0,11;2,66;0,25;0,75;0,72;;;27.345.054,73;2,89;-0,01;23,03;3.369.571.926,00
SGPS3;11,53;;-1,80;0,52;0,18;32,98;3,20;-20,91;11,74;27,70;15,96;0,71;0,38;2,14;-0,32;1,25;-29,02;-10,14;-1,12;0,35;0,65;0,49;-7,50;;1.756.536,15;22,12;-6,42;0,00;576.500.000,00
SHOW3;5,33;;-3,31;1,89;0,68;-37,76;-199,18;-271,46;-4,51;-3,79;0,72;-0,30;8,99;4,87;-1,32;1,40;-57,14;-20,51;-28,17;0,36;0,64;0,08;-40,82;;4.155.454,81;2,82;-1,61;-0,06;359.309.312,57
SHUL3;0,00;;0,00;0,00;0,00;22,97;13,67;13,49;0,00;9,35;1,70;0,33;0,00;0,00;0,00;2,28;19,10;7,96;7,62;0,42;0,58;0,59;10,16;24,14;;4,15;0,79;0,00;1.099.142.425,92
SHUL4;10,74;3,24;13,53;2,59;1,08;22,97;13,67;13,49;13,36;9,35;1,70;0,33;1,83;2,93;-3,12;2,28;19,10;7,96;7,62;0,42;0,58;0,59;10,16;24,14;5.629.944,19;4,15;0,79;0,29;1.099.142.425,92
SIMH3;45,55;0,26;23,18;4,12;0,29;23,16;14,96;4,02;6,24;14,70;8,47;5,59;0,93;0,95;-0,53;3,25;17,76;1,27;4,06;0,07;0,88;0,32;10,36;53,42;25.777.881,62;11,06;1,96;0,13;9.394.384.956,90
SLCE3;53,68;3,08;20,94;3,25;1,19;27,63;20,16;12,62;13,10;14,14;1,04;0,26;2,64;5,49;-2,33;1,80;15,51;5,69;10,82;0,37;0,63;0,45;17,07;33,35;65.428.012,23;16,53;2,56;0,37;10.231.139.600,00
SLED3;1,04;;-0,16;-0,12;0,20;30,89;-155,25;-170,34;-0,17;-0,78;-0,65;;0,27;-0,97;-0,35;0,68;-76,97;-125,93;142,46;-1,64;2,64;0,74;-32,61;;1.316.019,62;-8,60;-6,62;0,00;48.392.130,76
SLED4;0,60;;-0,09;-0,07;0,11;30,89;-155,25;-170,34;-0,10;-0,78;-0,65;;0,15;-0,56;-0,20;0,68;-76,97;-125,93;142,46;-1,64;2,64;0,74;-32,61;;1.644.789,42;-8,60;-6,62;0,00;48.392.130,76
SMFT3;0,00;;0,00;0,00;0,00;-0,83;-31,34;-47,65;0,00;-4,06;-4,05;0,65;0,00;0,00;0,00;1,21;-24,25;-7,05;-8,74;0,29;0,71;0,15;18,59;;;110,79;-26,86;0,00;0,00
SMLS3;21,88;24,21;14,50;3,02;0,80;81,93;34,48;33,91;14,25;10,84;-3,41;-0,72;4,92;28,67;-2,05;1,05;20,86;5,49;11,32;0,26;0,74;0,16;;;22.237.710,58;7,24;1,51;-0,22;2.716.597.891,64
SMTO3;31,85;1,70;13,07;3,37;0,93;34,82;35,23;20,07;7,45;10,46;3,02;1,36;2,62;6,44;-1,31;2,01;25,77;7,12;12,82;0,28;0,72;0,35;14,03;17,25;34.143.342,27;9,45;2,44;0,27;11.275.260.828,65
SNSY3;18,23;;-1,01;-0,10;0,35;14,98;-9,89;-27,33;-2,78;-3,88;-2,26;;0,28;-1,02;-0,79;0,62;-10,13;-34,99;4,07;-3,45;4,45;1,28;4,14;;26.355,76;-178,74;-18,12;0,05;82.244.528,00
SNSY5;6,68;;-0,37;-0,04;0,13;14,98;-9,89;-27,33;-1,02;-3,88;-2,26;;0,10;-0,37;-0,29;0,62;-10,13;-34,99;4,07;-3,45;4,45;1,28;4,14;;201.938,65;-178,74;-18,12;0,02;82.244.528,00
SNSY6;13,33;;-0,74;-0,07;0,26;14,98;-9,89;-27,33;-2,03;-3,88;-2,26;;0,20;-0,75;-0,58;0,62;-10,13;-34,99;4,07;-3,45;4,45;1,28;4,14;;1.033,67;-178,74;-18,12;0,03;82.244.528,00
SOJA3;15,11;;;;;;;;;;;;;;;;;;;;;;;;44.352.554,75;;0,00;;1.678.414.569,20
SOMA3;12,75;;-88,81;3,97;2,69;60,87;-6,82;-5,61;-73,04;-69,69;3,35;-0,18;4,98;6,08;-7,91;3,03;-4,47;-3,03;-10,25;0,68;0,32;0,54;;;48.554.908,00;3,21;-0,14;0,57;6.191.439.040,50
SOND3;40,20;;4,68;1,41;1,01;27,94;28,87;32,81;5,32;3,98;-2,38;-0,63;1,54;2,44;-2,52;3,21;30,14;21,51;24,18;0,71;0,29;0,66;-10,40;;13.660,00;28,48;8,58;0,01;118.110.475,00
SOND5;52,25;;6,09;1,83;1,31;27,94;28,87;32,81;6,92;3,98;-2,38;-0,63;2,00;3,17;-3,28;3,21;30,14;21,51;24,18;0,71;0,29;0,66;-10,40;;21.880,60;28,48;8,58;0,02;118.110.475,00
SOND6;49,48;;5,76;1,74;1,24;27,94;28,87;32,81;6,55;3,98;-2,38;-0,63;1,89;3,00;-3,11;3,21;30,14;21,51;24,18;0,71;0,29;0,66;-10,40;;16.576,00;28,48;8,58;0,02;118.110.475,00
SPRT3B;76,40;;-2.717,50;-2.795,73;34.713,49;;;;-2.958,01;-2.958,01;0,00;;;-2.588,38;-34.899,85;0,00;-102,88;-1.277,40;94,51;-12,42;13,42;0,00;;;;-0,03;-0,03;63,96;370.531.748,80
SQIA3;23,90;0,08;317,84;4,21;2,56;35,30;5,62;2,31;130,68;125,69;-4,98;-0,16;7,34;9,57;-4,27;3,00;1,32;0,81;1,53;0,61;0,39;0,35;22,77;-12,74;12.436.578,15;5,68;0,08;-0,81;1.686.116.606,80
STBP3;7,46;;-467,56;3,07;1,52;23,77;6,40;-1,48;108,08;97,37;-10,70;-0,30;6,92;6,83;-2,15;4,18;-0,66;-0,33;2,20;0,50;0,50;0,22;-0,73;;51.240.497,50;2,43;-0,02;2,47;6.434.088.699,88
STKF3;0,00;;0,00;0,00;0,00;50,06;27,24;12,47;0,00;3,07;3,07;0,30;0,00;0,00;0,00;1,06;4,50;2,53;5,92;0,56;0,44;0,20;14,50;;;4,76;0,21;0,00;0,00
STTR3;0,00;;0,00;0,00;0,00;30,05;11,28;10,87;0,00;-0,70;-0,70;-0,16;0,00;0,00;0,00;3,16;21,76;11,95;14,72;0,55;0,45;1,10;22,02;;;2,13;0,46;0,00;0,00
SULA11;33,91;5,29;6,15;1,78;0,52;13,59;5,09;12,22;14,76;-0,78;-15,54;-1,88;0,75;1,37;-1,63;2,26;28,97;8,42;6,95;0,29;0,71;0,69;4,99;26,05;109.908.139,23;19,03;5,51;0,06;14.440.390.499,03
SULA3;12,71;4,71;6,92;2,00;0,58;13,59;5,09;12,22;16,59;-0,78;-15,54;-1,88;0,85;1,53;-1,83;2,26;28,97;8,42;6,95;0,29;0,71;0,69;4,99;26,05;442.678,58;6,34;1,84;0,07;14.440.390.499,03
SULA4;10,58;5,66;5,76;1,67;0,49;13,59;5,09;12,22;13,81;-0,78;-15,54;-1,88;0,70;1,28;-1,52;2,26;28,97;8,42;6,95;0,29;0,71;0,69;4,99;26,05;576.097,77;6,34;1,84;0,06;14.440.390.499,03
SUZB3;68,47;;-8,69;12,70;0,92;37,73;27,72;-35,21;11,04;18,60;7,56;8,70;3,06;9,53;-1,11;2,20;-146,17;-10,54;1,89;0,07;0,93;0,30;24,40;;444.226.712,62;5,39;-7,88;-0,03;93.205.717.596,48
TAEE11;38,16;12,22;5,36;1,99;0,88;72,86;92,32;64,95;3,77;5,33;1,56;0,82;3,48;7,63;-1,06;2,93;37,20;16,34;22,82;0,44;0,56;0,25;18,22;20,00;90.727.786,92;19,15;7,13;0,05;13.146.078.291,12
TAEE3;12,73;12,21;5,36;1,99;0,88;72,86;92,32;64,95;3,77;5,33;1,56;0,82;3,48;7,63;-1,06;2,93;37,20;16,34;22,82;0,44;0,56;0,25;18,22;20,00;1.513.626,08;6,38;2,38;0,05;13.146.078.291,12
TAEE4;12,81;12,13;5,39;2,01;0,88;72,86;92,32;64,95;3,79;5,33;1,56;0,82;3,50;7,68;-1,07;2,93;37,20;16,34;22,82;0,44;0,56;0,25;18,22;20,00;3.618.577,73;6,38;2,38;0,05;13.146.078.291,12
TASA3;25,21;;5,17;16,47;1,49;44,74;27,80;24,13;4,48;5,40;0,99;3,63;1,25;6,12;-4,31;1,59;318,75;28,79;52,86;0,09;0,91;1,19;16,57;;2.500.218,92;1,53;4,88;-0,01;2.487.102.781,44
TASA4;24,50;;5,02;16,00;1,45;44,74;27,80;24,13;4,36;5,40;0,99;3,63;1,21;5,95;-4,19;1,59;318,75;28,79;52,86;0,09;0,91;1,19;16,57;;57.697.401,81;1,53;4,88;-0,01;2.487.102.781,44
TCNO3;2,49;;32,71;294,37;0,07;;;;-19,49;-55,41;-39,55;597,55;;-0,17;-0,08;0,29;900,00;0,21;-2,52;0,00;1,00;0,00;;;300.408,81;0,01;0,08;-0,29;13.412.642,10
TCNO4;1,77;;23,25;209,25;0,05;;;;-13,85;-55,41;-39,55;597,55;;-0,12;-0,06;0,29;900,00;0,21;-2,52;0,00;1,00;0,00;;;504.581,62;0,01;0,08;-0,21;13.412.642,10
TCSA3;7,80;;-3,48;0,73;0,33;-8,95;-78,92;-91,26;-4,03;-5,96;-1,93;0,35;3,18;1,42;-0,55;2,35;-20,83;-9,45;-11,32;0,45;0,55;0,10;-32,32;;12.253.649,38;10,75;-2,24;0,10;574.229.994,00
TECN3;2,89;;-8,06;0,72;0,38;45,95;-3,93;-11,51;-23,59;-30,00;-6,41;0,19;0,93;0,81;-0,90;5,19;-8,90;-4,70;-3,38;0,53;0,47;0,41;-9,24;;7.665.080,58;4,03;-0,36;0,10;226.882.961,35
TEKA3;39,83;;-0,17;-0,01;0,02;17,33;-1,55;-87,65;-9,81;-258,04;-251,66;;0,15;-0,01;-0,02;0,03;-6,90;-11,55;0,62;-1,67;2,67;0,13;-1,38;;14.693,20;-3.335,26;-230,11;0,02;13.034.147,65
TEKA4;18,93;;-0,08;-0,01;0,01;17,33;-1,55;-87,65;-4,66;-258,04;-251,66;;0,07;0,00;-0,01;0,03;-6,90;-11,55;0,62;-1,67;2,67;0,13;-1,38;;185.227,96;-3.335,26;-230,11;0,01;13.034.147,65
TELB3;73,50;;-46,96;3,21;1,18;-71,84;-26,88;-39,81;-69,53;-48,55;9,70;-0,45;18,69;4,91;-1,70;4,37;-6,84;-2,50;-3,93;0,37;0,63;0,06;42,70;;48.693,00;22,89;-1,57;0,85;4.178.130.403,00
TELB4;29,50;;-18,85;1,29;0,47;-71,84;-26,88;-39,81;-27,91;-48,55;9,70;-0,45;7,50;1,97;-0,68;4,37;-6,84;-2,50;-3,93;0,37;0,63;0,06;42,70;;230.568,96;22,89;-1,57;0,34;4.178.130.403,00
TEND3;25,57;2,63;12,15;1,82;0,64;30,83;11,89;8,89;9,08;9,21;0,13;0,03;1,08;1,47;-1,92;2,88;14,95;5,27;9,86;0,35;0,65;0,59;21,81;46,40;22.165.494,08;14,08;2,10;-2,38;2.668.082.370,22
TESA3;46,95;;-17,99;1,30;0,35;23,29;20,14;-4,61;4,12;8,20;4,09;1,29;0,83;-11,24;-0,54;0,92;-7,24;-1,95;12,82;0,27;0,73;0,42;7,32;;1.722.658,35;36,02;-2,61;0,31;1.022.906.363,85
TFCO4;13,40;0,29;492,43;63,08;35,65;58,29;15,14;9,66;314,34;313,40;-0,94;-0,19;47,58;70,21;-167,94;2,81;12,81;7,24;12,25;0,57;0,43;0,75;;;1.396.383,00;0,21;0,03;48,34;12.719.872.802,60
TGMA3;21,93;2,42;19,41;2,24;1,37;19,03;11,29;7,72;13,27;13,07;-0,19;-0,03;1,50;4,55;-2,68;2,58;11,57;7,04;9,08;0,61;0,39;0,91;-2,05;49,24;11.124.177,35;9,77;1,13;-0,32;1.447.443.925,95
TIET11;12,54;8,56;5,78;2,67;0,52;93,99;84,49;41,75;2,86;5,44;2,59;2,42;2,41;9,09;-0,67;1,34;46,22;9,00;17,17;0,19;0,81;0,22;-5,19;1,09;31.123.800,68;4,69;2,17;0,03;5.004.795.800,93
TIET3;3,49;6,15;8,05;3,72;0,72;93,99;84,49;41,75;3,98;5,44;2,59;2,42;3,36;12,64;-0,94;1,34;46,22;9,00;17,17;0,19;0,81;0,22;-5,19;1,09;558.793,42;0,94;0,43;0,05;5.004.795.800,93
TIET4;3,51;6,11;8,09;3,74;0,73;93,99;84,49;41,75;4,00;5,44;2,59;2,42;3,38;12,71;-0,94;1,34;46,22;9,00;17,17;0,19;0,81;0,22;-5,19;1,09;1.764.454,32;0,94;0,43;0,05;5.004.795.800,93
TIMS3;12,57;3,56;15,54;1,30;0,74;53,27;16,63;11,26;10,52;12,51;1,99;0,25;1,75;14,19;-0,98;1,27;8,35;4,76;8,16;0,57;0,43;0,42;0,15;-2,43;84.340.247,65;9,69;0,81;-0,33;30.429.511.282,86
TKNO3;69,63;0,52;16,04;1,08;0,85;26,63;13,52;7,02;8,32;5,91;-1,61;-0,21;1,13;2,08;-1,98;3,59;6,72;5,32;8,94;0,79;0,21;0,76;8,49;;;64,60;4,34;0,44;185.348.837,63
TKNO4;55,00;3,49;12,67;0,85;0,67;26,63;13,52;7,02;6,57;5,91;-1,61;-0,21;0,89;1,64;-1,56;3,59;6,72;5,32;8,94;0,79;0,21;0,76;8,49;;15.000,80;64,60;4,34;0,35;185.348.837,63
TOTS3;33,02;0,79;60,75;7,06;3,51;70,54;15,98;11,57;43,99;42,08;-1,91;-0,31;7,03;21,37;-8,14;1,41;11,62;5,78;11,08;0,50;0,50;0,50;6,34;8,63;134.604.327,08;4,68;0,54;2,87;19.082.693.236,62
TOYB3;2,29;;-43,94;-4,97;4,03;24,06;-10,70;-10,96;-45,00;-47,62;-0,63;;4,81;-5,93;-11,89;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,47;71.890.222,22
TOYB4;2,50;;-47,96;-5,43;4,40;24,06;-10,70;-10,96;-49,12;-47,62;-0,63;;5,26;-6,47;-12,98;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,52;71.890.222,22
TPIS3;4,78;0,86;4,44;0,92;0,25;9,07;23,87;19,54;3,64;11,12;7,48;1,90;0,87;-1,24;-0,27;0,22;20,75;5,63;6,75;0,27;0,73;0,29;-16,95;6,45;22.362.981,23;5,19;1,08;-0,02;841.280.000,00
TRIS3;9,87;2,45;10,83;1,52;0,85;35,26;22,65;19,35;9,25;9,57;0,31;0,05;2,10;1,50;-3,71;3,68;14,02;7,81;10,33;0,56;0,44;0,40;18,29;49,27;9.968.931,62;6,50;0,91;0,51;1.841.915.100,06
TRPL3;29,39;10,59;5,45;1,46;0,73;70,21;118,10;89,26;4,12;4,69;0,91;0,32;4,87;8,28;-0,89;2,02;26,69;13,40;19,90;0,50;0,48;0,15;23,49;45,59;198.747,65;20,20;5,39;0,06;17.744.760.193,68
